timestamp,operating_phase,ground_truth_anomaly,pressure,temperature,flow_rate,production_choke,gas_lift_choke,production_valve,dhsv
2026-03-31 15:19:20,NORMAL,0,99.13,65.11,253.72,80.73,45.16,1,1
2026-03-31 15:19:30,NORMAL,0,100.01,64.48,249.71,80.07,45.11,1,1
2026-03-31 15:19:40,NORMAL,0,100.0,65.04,246.8,80.13,45.12,1,1
2026-03-31 15:19:50,NORMAL,0,100.42,64.9,250.01,80.78,45.13,1,1
2026-03-31 15:20:00,NORMAL,0,100.48,65.26,249.79,79.82,45.64,1,1
2026-03-31 15:20:10,NORMAL,0,100.08,64.9,250.29,79.53,44.88,1,1
2026-03-31 15:20:20,NORMAL,0,99.8,65.13,251.91,79.78,44.85,1,1
2026-03-31 15:20:30,NORMAL,0,100.19,64.92,247.83,80.23,44.76,1,1
2026-03-31 15:20:40,NORMAL,0,99.79,65.02,253.48,79.22,45.18,1,1
2026-03-31 15:20:50,NORMAL,0,100.0,65.15,248.56,80.32,45.34,1,1
2026-03-31 15:21:00,NORMAL,0,100.39,64.91,250.26,79.73,44.97,1,1
2026-03-31 15:21:10,NORMAL,0,99.78,65.2,247.96,80.57,44.75,1,1
2026-03-31 15:21:20,NORMAL,0,100.32,64.8,247.9,78.8,44.75,1,1
2026-03-31 15:21:30,NORMAL,0,100.27,65.06,251.68,79.61,45.2,1,1
2026-03-31 15:21:40,NORMAL,0,99.62,65.18,250.45,79.16,45.22,1,1
2026-03-31 15:21:50,NORMAL,0,100.39,65.13,250.4,79.59,45.16,1,1
2026-03-31 15:22:00,NORMAL,0,100.28,65.38,249.74,80.12,44.8,1,1
2026-03-31 15:22:10,NORMAL,0,100.04,64.85,249.75,79.91,45.07,1,1
2026-03-31 15:22:20,NORMAL,0,99.7,64.72,252.72,79.87,45.04,1,1
2026-03-31 15:22:30,NORMAL,0,99.66,64.8,250.4,79.92,45.07,1,1
2026-03-31 15:22:40,NORMAL,0,99.78,65.13,247.8,80.1,45.26,1,1
2026-03-31 15:22:50,NORMAL,0,100.22,65.1,248.32,79.5,45.07,1,1
2026-03-31 15:23:00,NORMAL,0,99.62,65.02,251.67,80.35,45.2,1,1
2026-03-31 15:23:10,NORMAL,0,100.18,64.78,250.21,80.33,45.02,1,1
2026-03-31 15:23:20,NORMAL,0,99.5,65.15,248.74,80.19,45.09,1,1
2026-03-31 15:23:30,NORMAL,0,99.92,64.76,249.09,80.28,45.19,1,1
2026-03-31 15:23:40,NORMAL,0,100.04,65.23,249.03,80.15,44.56,1,1
2026-03-31 15:23:50,NORMAL,0,100.98,65.57,247.3,81.02,44.9,1,1
2026-03-31 15:24:00,NORMAL,0,99.45,65.07,249.15,79.96,44.86,1,1
2026-03-31 15:24:10,NORMAL,0,100.59,65.12,247.76,79.85,44.81,1,1
2026-03-31 15:24:20,NORMAL,0,100.06,64.9,248.78,79.62,44.92,1,1
2026-03-31 15:24:30,NORMAL,0,100.16,64.64,250.8,79.48,45.45,1,1
2026-03-31 15:24:40,NORMAL,0,100.05,64.88,251.11,79.38,44.74,1,1
2026-03-31 15:24:50,NORMAL,0,100.18,64.78,249.39,79.56,45.29,1,1
2026-03-31 15:25:00,NORMAL,0,99.94,64.71,249.55,79.96,44.5,1,1
2026-03-31 15:25:10,NORMAL,0,100.58,65.34,248.93,80.17,44.9,1,1
2026-03-31 15:25:20,NORMAL,0,99.82,65.05,249.18,80.03,45.05,1,1
2026-03-31 15:25:30,NORMAL,0,100.45,65.08,247.28,79.62,45.18,1,1
2026-03-31 15:25:40,NORMAL,0,99.74,64.94,249.16,80.45,45.21,1,1
2026-03-31 15:25:50,NORMAL,0,99.98,64.97,249.1,80.37,45.24,1,1
2026-03-31 15:26:00,NORMAL,0,99.57,65.19,249.2,79.92,44.9,1,1
2026-03-31 15:26:10,NORMAL,0,100.18,64.99,249.84,79.67,44.86,1,1
2026-03-31 15:26:20,NORMAL,0,100.58,65.11,249.82,80.27,45.26,1,1
2026-03-31 15:26:30,NORMAL,0,99.97,64.96,247.69,80.09,44.94,1,1
2026-03-31 15:26:40,NORMAL,0,99.92,64.93,250.21,79.28,44.62,1,1
2026-03-31 15:26:50,NORMAL,0,99.55,64.72,250.65,79.97,44.66,1,1
2026-03-31 15:27:00,NORMAL,0,99.91,64.6,250.71,80.13,44.72,1,1
2026-03-31 15:27:10,NORMAL,0,99.36,64.95,251.38,79.55,45.15,1,1
2026-03-31 15:27:20,NORMAL,0,99.63,65.01,248.62,80.09,45.04,1,1
2026-03-31 15:27:30,NORMAL,0,100.09,64.74,247.91,79.27,45.21,1,1
2026-03-31 15:27:40,NORMAL,0,100.53,64.99,248.88,80.67,44.87,1,1
2026-03-31 15:27:50,NORMAL,0,101.12,65.01,249.07,80.62,45.05,1,1
2026-03-31 15:28:00,NORMAL,0,99.77,64.57,247.19,79.87,45.19,1,1
2026-03-31 15:28:10,NORMAL,0,100.57,64.82,249.26,80.18,44.91,1,1
2026-03-31 15:28:20,NORMAL,0,100.1,65.08,251.57,78.8,45.14,1,1
2026-03-31 15:28:30,NORMAL,0,99.94,65.08,249.9,79.42,44.8,1,1
2026-03-31 15:28:40,NORMAL,0,100.17,64.77,250.44,79.85,44.89,1,1
2026-03-31 15:28:50,NORMAL,0,100.02,65.03,248.89,79.46,44.89,1,1
2026-03-31 15:29:00,NORMAL,0,100.04,65.2,249.72,80.36,44.64,1,1
2026-03-31 15:29:10,NORMAL,0,99.84,65.16,247.93,81.0,45.15,1,1
2026-03-31 15:29:20,NORMAL,0,99.44,64.98,247.71,79.41,44.86,1,1
2026-03-31 15:29:30,NORMAL,0,99.38,64.91,252.77,79.58,45.0,1,1
2026-03-31 15:29:40,NORMAL,0,100.26,64.87,247.95,80.12,45.14,1,1
2026-03-31 15:29:50,NORMAL,0,99.89,65.09,249.56,80.81,45.13,1,1
2026-03-31 15:30:00,NORMAL,0,99.76,65.04,248.44,79.39,45.2,1,1
2026-03-31 15:30:10,NORMAL,0,100.0,65.13,247.88,80.12,44.97,1,1
2026-03-31 15:30:20,NORMAL,0,100.32,65.03,249.04,80.91,44.87,1,1
2026-03-31 15:30:30,NORMAL,0,100.07,65.16,248.75,79.17,44.98,1,1
2026-03-31 15:30:40,NORMAL,0,99.74,65.02,251.14,79.36,44.49,1,1
2026-03-31 15:30:50,NORMAL,0,100.49,65.16,249.6,79.79,44.57,1,1
2026-03-31 15:31:00,NORMAL,0,100.63,65.17,249.09,79.74,44.6,1,1
2026-03-31 15:31:10,NORMAL,0,100.2,64.84,249.92,80.41,44.7,1,1
2026-03-31 15:31:20,NORMAL,0,100.39,64.64,251.51,80.12,45.12,1,1
2026-03-31 15:31:30,NORMAL,0,100.5,65.31,247.31,79.11,44.73,1,1
2026-03-31 15:31:40,NORMAL,0,100.45,65.05,248.92,80.26,44.89,1,1
2026-03-31 15:31:50,NORMAL,0,100.25,64.66,251.16,79.71,45.39,1,1
2026-03-31 15:32:00,NORMAL,0,100.24,64.86,251.37,80.64,44.89,1,1
2026-03-31 15:32:10,NORMAL,0,100.21,65.15,247.41,79.69,45.22,1,1
2026-03-31 15:32:20,NORMAL,0,99.56,64.94,250.5,79.68,44.72,1,1
2026-03-31 15:32:30,NORMAL,0,100.28,64.9,251.42,80.27,44.94,1,1
2026-03-31 15:32:40,NORMAL,0,99.46,65.28,251.96,80.38,44.71,1,1
2026-03-31 15:32:50,NORMAL,0,99.68,64.79,250.99,80.22,44.9,1,1
2026-03-31 15:33:00,NORMAL,0,100.52,64.84,248.53,79.16,45.25,1,1
2026-03-31 15:33:10,NORMAL,0,100.34,65.04,248.68,80.27,44.48,1,1
2026-03-31 15:33:20,NORMAL,0,100.59,65.08,249.12,79.48,45.13,1,1
2026-03-31 15:33:30,NORMAL,0,99.89,65.1,249.86,80.12,45.07,1,1
2026-03-31 15:33:40,NORMAL,0,99.54,65.18,250.95,79.29,44.82,1,1
2026-03-31 15:33:50,NORMAL,0,99.9,65.04,250.33,80.22,44.57,1,1
2026-03-31 15:34:00,NORMAL,0,100.04,65.1,248.89,79.6,45.02,1,1
2026-03-31 15:34:10,NORMAL,0,100.03,64.95,250.73,79.36,44.84,1,1
2026-03-31 15:34:20,NORMAL,0,100.45,65.01,253.37,80.36,45.07,1,1
2026-03-31 15:34:30,NORMAL,0,99.86,65.02,247.65,80.12,45.01,1,1
2026-03-31 15:34:40,NORMAL,0,100.14,65.04,250.18,79.69,45.48,1,1
2026-03-31 15:34:50,NORMAL,0,99.6,65.15,249.73,80.73,44.93,1,1
2026-03-31 15:35:00,NORMAL,0,100.18,65.11,250.47,79.78,44.69,1,1
2026-03-31 15:35:10,NORMAL,0,100.0,65.01,250.07,80.02,45.05,1,1
2026-03-31 15:35:20,NORMAL,0,99.7,64.84,251.8,80.13,45.07,1,1
2026-03-31 15:35:30,NORMAL,0,99.91,65.01,251.97,79.69,45.41,1,1
2026-03-31 15:35:40,NORMAL,0,99.93,64.99,250.45,80.24,45.25,1,1
2026-03-31 15:35:50,NORMAL,0,99.89,65.04,251.94,79.73,45.11,1,1
2026-03-31 15:36:00,NORMAL,0,100.71,65.44,244.92,79.79,45.44,1,1
2026-03-31 15:36:10,NORMAL,0,99.96,64.9,252.47,80.68,44.64,1,1
2026-03-31 15:36:20,NORMAL,0,99.9,65.08,250.78,79.48,44.81,1,1
2026-03-31 15:36:30,NORMAL,0,99.16,65.21,253.46,78.79,44.72,1,1
2026-03-31 15:36:40,NORMAL,0,99.64,65.02,248.96,80.81,44.88,1,1
2026-03-31 15:36:50,NORMAL,0,99.89,65.47,248.99,81.27,44.59,1,1
2026-03-31 15:37:00,NORMAL,0,99.73,64.92,250.82,79.8,45.19,1,1
2026-03-31 15:37:10,NORMAL,0,100.55,65.06,248.76,79.03,44.93,1,1
2026-03-31 15:37:20,NORMAL,0,99.93,64.84,250.57,79.84,44.56,1,1
2026-03-31 15:37:30,NORMAL,0,100.52,64.93,250.49,79.86,44.7,1,1
2026-03-31 15:37:40,NORMAL,0,100.02,65.05,247.3,79.91,45.09,1,1
2026-03-31 15:37:50,NORMAL,0,100.01,65.17,251.43,79.44,45.25,1,1
2026-03-31 15:38:00,NORMAL,0,99.96,65.06,250.09,80.29,45.6,1,1
2026-03-31 15:38:10,NORMAL,0,100.0,65.25,249.69,80.26,45.87,1,1
2026-03-31 15:38:20,NORMAL,0,100.69,64.98,246.28,79.25,45.12,1,1
2026-03-31 15:38:30,NORMAL,0,99.07,64.93,252.8,80.35,44.7,1,1
2026-03-31 15:38:40,NORMAL,0,99.2,65.54,248.14,81.03,44.36,1,1
2026-03-31 15:38:50,NORMAL,0,99.78,65.08,251.45,80.09,45.08,1,1
2026-03-31 15:39:00,NORMAL,0,100.01,64.86,247.75,79.83,44.76,1,1
2026-03-31 15:39:10,NORMAL,0,100.28,64.86,249.47,79.93,44.88,1,1
2026-03-31 15:39:20,NORMAL,0,100.19,64.81,249.4,80.31,44.82,1,1
2026-03-31 15:39:30,NORMAL,0,99.85,65.19,252.09,79.13,44.96,1,1
2026-03-31 15:39:40,NORMAL,0,100.41,64.93,248.84,80.08,45.32,1,1
2026-03-31 15:39:50,NORMAL,0,100.41,65.03,248.05,79.8,45.05,1,1
2026-03-31 15:40:00,NORMAL,0,100.07,64.99,249.08,80.92,44.95,1,1
2026-03-31 15:40:10,NORMAL,0,100.39,65.15,251.06,79.91,44.69,1,1
2026-03-31 15:40:20,NORMAL,0,100.11,64.83,250.56,80.83,44.5,1,1
2026-03-31 15:40:30,NORMAL,0,99.78,64.78,249.92,79.45,44.85,1,1
2026-03-31 15:40:40,NORMAL,0,100.28,65.04,249.03,80.29,44.98,1,1
2026-03-31 15:40:50,NORMAL,0,100.04,65.12,247.55,80.16,45.53,1,1
2026-03-31 15:41:00,NORMAL,0,100.0,65.07,250.58,79.57,45.04,1,1
2026-03-31 15:41:10,NORMAL,0,100.59,64.84,246.06,80.09,45.29,1,1
2026-03-31 15:41:20,NORMAL,0,99.02,65.14,253.28,80.61,44.85,1,1
2026-03-31 15:41:30,NORMAL,0,99.43,64.85,251.44,79.84,44.64,1,1
2026-03-31 15:41:40,NORMAL,0,99.53,64.9,254.63,79.15,44.71,1,1
2026-03-31 15:41:50,NORMAL,0,99.85,64.81,248.67,79.99,44.78,1,1
2026-03-31 15:42:00,NORMAL,0,99.9,65.26,250.07,79.55,45.64,1,1
2026-03-31 15:42:10,NORMAL,0,99.4,65.13,254.02,79.83,44.75,1,1
2026-03-31 15:42:20,NORMAL,0,99.61,65.12,252.65,79.96,45.25,1,1
2026-03-31 15:42:30,NORMAL,0,99.66,65.25,249.71,79.15,44.73,1,1
2026-03-31 15:42:40,NORMAL,0,100.98,65.56,248.17,79.19,45.28,1,1
2026-03-31 15:42:50,NORMAL,0,100.72,64.66,248.42,80.24,45.12,1,1
2026-03-31 15:43:00,NORMAL,0,99.84,64.85,250.79,79.74,44.95,1,1
2026-03-31 15:43:10,NORMAL,0,99.85,64.88,249.27,78.72,44.99,1,1
2026-03-31 15:43:20,NORMAL,0,99.54,64.83,250.88,80.39,44.8,1,1
2026-03-31 15:43:30,NORMAL,0,99.24,64.78,249.28,80.14,45.13,1,1
2026-03-31 15:43:40,NORMAL,0,99.95,64.94,250.31,79.64,44.86,1,1
2026-03-31 15:43:50,NORMAL,0,99.6,64.76,251.55,79.34,44.63,1,1
2026-03-31 15:44:00,NORMAL,0,99.97,65.07,249.73,80.42,44.62,1,1
2026-03-31 15:44:10,NORMAL,0,99.36,65.01,248.99,80.17,45.05,1,1
2026-03-31 15:44:20,NORMAL,0,99.7,65.1,252.15,81.19,45.47,1,1
2026-03-31 15:44:30,NORMAL,0,100.06,65.1,250.42,80.21,45.05,1,1
2026-03-31 15:44:40,NORMAL,0,100.15,65.12,248.59,80.19,44.96,1,1
2026-03-31 15:44:50,NORMAL,0,100.17,64.93,249.21,79.92,45.09,1,1
2026-03-31 15:45:00,NORMAL,0,99.47,65.42,248.91,80.41,45.39,1,1
2026-03-31 15:45:10,NORMAL,0,100.34,65.05,247.71,80.31,45.07,1,1
2026-03-31 15:45:20,NORMAL,0,99.68,64.63,249.9,80.63,44.88,1,1
2026-03-31 15:45:30,NORMAL,0,100.25,64.8,251.29,79.74,45.33,1,1
2026-03-31 15:45:40,NORMAL,0,100.0,64.65,249.05,79.78,45.13,1,1
2026-03-31 15:45:50,NORMAL,0,99.45,65.0,252.17,79.76,45.46,1,1
2026-03-31 15:46:00,NORMAL,0,99.87,64.98,249.47,80.4,45.05,1,1
2026-03-31 15:46:10,NORMAL,0,100.15,64.91,250.05,80.75,44.63,1,1
2026-03-31 15:46:20,NORMAL,0,100.25,65.4,249.25,79.77,44.59,1,1
2026-03-31 15:46:30,NORMAL,0,99.94,65.11,251.43,79.79,45.5,1,1
2026-03-31 15:46:40,NORMAL,0,100.61,65.15,247.85,80.16,45.52,1,1
2026-03-31 15:46:50,NORMAL,0,100.4,64.81,246.75,79.88,44.95,1,1
2026-03-31 15:47:00,NORMAL,0,99.9,64.8,248.15,80.48,44.89,1,1
2026-03-31 15:47:10,NORMAL,0,100.3,65.01,248.54,78.87,45.44,1,1
2026-03-31 15:47:20,NORMAL,0,100.77,65.03,246.42,79.59,44.67,1,1
2026-03-31 15:47:30,NORMAL,0,100.78,64.63,248.89,79.61,44.73,1,1
2026-03-31 15:47:40,NORMAL,0,99.51,64.96,250.38,78.84,45.19,1,1
2026-03-31 15:47:50,NORMAL,0,99.63,65.0,254.38,79.52,44.88,1,1
2026-03-31 15:48:00,NORMAL,0,100.59,64.96,246.09,79.54,45.0,1,1
2026-03-31 15:48:10,NORMAL,0,99.58,64.84,251.24,79.9,44.95,1,1
2026-03-31 15:48:20,NORMAL,0,99.47,64.89,249.47,80.56,45.1,1,1
2026-03-31 15:48:30,NORMAL,0,99.81,64.96,249.69,79.88,45.42,1,1
2026-03-31 15:48:40,NORMAL,0,100.17,65.02,249.84,79.48,45.03,1,1
2026-03-31 15:48:50,NORMAL,0,99.96,65.12,246.6,79.97,45.19,1,1
2026-03-31 15:49:00,NORMAL,0,99.74,65.22,250.93,80.52,44.38,1,1
2026-03-31 15:49:10,NORMAL,0,99.73,64.94,253.45,79.51,44.99,1,1
2026-03-31 15:49:20,NORMAL,0,99.72,64.91,249.95,79.54,44.75,1,1
2026-03-31 15:49:30,NORMAL,0,99.65,65.09,251.16,80.28,44.63,1,1
2026-03-31 15:49:40,NORMAL,0,100.91,65.12,249.53,79.89,44.74,1,1
2026-03-31 15:49:50,NORMAL,0,100.12,64.91,249.49,80.32,44.9,1,1
2026-03-31 15:50:00,NORMAL,0,100.35,65.16,248.35,79.99,45.27,1,1
2026-03-31 15:50:10,NORMAL,0,99.8,65.2,247.02,80.35,44.6,1,1
2026-03-31 15:50:20,NORMAL,0,99.93,65.26,251.13,79.48,45.01,1,1
2026-03-31 15:50:30,NORMAL,0,99.71,65.36,250.46,79.99,44.85,1,1
2026-03-31 15:50:40,NORMAL,0,98.94,64.83,250.81,79.89,44.9,1,1
2026-03-31 15:50:50,NORMAL,0,99.45,65.0,251.4,79.39,45.3,1,1
2026-03-31 15:51:00,NORMAL,0,99.28,65.0,250.72,79.22,45.16,1,1
2026-03-31 15:51:10,NORMAL,0,99.1,64.98,251.19,80.34,45.4,1,1
2026-03-31 15:51:20,NORMAL,0,99.52,64.87,251.96,79.82,44.95,1,1
2026-03-31 15:51:30,NORMAL,0,100.53,64.7,246.83,79.49,44.79,1,1
2026-03-31 15:51:40,NORMAL,0,99.98,65.02,251.61,79.95,44.93,1,1
2026-03-31 15:51:50,NORMAL,0,100.52,64.85,246.77,80.56,45.07,1,1
2026-03-31 15:52:00,NORMAL,0,100.16,65.02,248.64,78.86,45.05,1,1
2026-03-31 15:52:10,NORMAL,0,100.31,64.84,252.2,79.25,44.67,1,1
2026-03-31 15:52:20,NORMAL,0,99.64,64.78,252.48,79.54,45.03,1,1
2026-03-31 15:52:30,NORMAL,0,100.21,65.05,249.69,80.73,45.07,1,1
2026-03-31 15:52:40,NORMAL,0,100.29,65.03,247.95,80.14,45.76,1,1
2026-03-31 15:52:50,NORMAL,0,99.77,65.12,249.71,80.38,45.56,1,1
2026-03-31 15:53:00,NORMAL,0,100.22,65.44,249.62,79.43,44.74,1,1
2026-03-31 15:53:10,NORMAL,0,100.23,65.06,249.56,79.44,44.91,1,1
2026-03-31 15:53:20,NORMAL,0,99.78,65.1,250.35,80.22,44.56,1,1
2026-03-31 15:53:30,NORMAL,0,99.55,64.78,250.94,80.03,44.82,1,1
2026-03-31 15:53:40,NORMAL,0,99.53,64.74,250.72,80.27,45.09,1,1
2026-03-31 15:53:50,NORMAL,0,100.03,65.32,247.76,79.91,45.36,1,1
2026-03-31 15:54:00,NORMAL,0,100.13,64.82,248.94,80.14,44.78,1,1
2026-03-31 15:54:10,NORMAL,0,99.68,64.79,252.07,80.08,44.8,1,1
2026-03-31 15:54:20,NORMAL,0,100.01,64.99,247.92,80.39,44.36,1,1
2026-03-31 15:54:30,NORMAL,0,100.23,64.98,249.21,80.4,44.95,1,1
2026-03-31 15:54:40,NORMAL,0,100.25,64.82,248.23,79.19,44.68,1,1
2026-03-31 15:54:50,NORMAL,0,100.62,64.94,248.8,78.88,44.84,1,1
2026-03-31 15:55:00,NORMAL,0,100.51,65.25,248.29,80.5,44.74,1,1
2026-03-31 15:55:10,NORMAL,0,99.6,64.84,253.1,80.59,44.97,1,1
2026-03-31 15:55:20,NORMAL,0,100.67,64.72,249.28,79.49,44.47,1,1
2026-03-31 15:55:30,NORMAL,0,99.79,65.19,248.5,79.07,44.56,1,1
2026-03-31 15:55:40,NORMAL,0,100.42,65.1,250.09,80.05,45.64,1,1
2026-03-31 15:55:50,NORMAL,0,100.03,64.88,248.78,80.47,44.61,1,1
2026-03-31 15:56:00,NORMAL,0,99.84,64.68,249.5,80.9,44.67,1,1
2026-03-31 15:56:10,NORMAL,0,99.28,64.85,252.06,80.26,45.55,1,1
2026-03-31 15:56:20,NORMAL,0,99.93,64.99,249.41,79.81,45.87,1,1
2026-03-31 15:56:30,NORMAL,0,99.38,65.23,252.71,79.55,44.65,1,1
2026-03-31 15:56:40,NORMAL,0,100.39,64.79,247.99,80.01,44.89,1,1
2026-03-31 15:56:50,NORMAL,0,100.61,64.98,247.74,79.85,45.1,1,1
2026-03-31 15:57:00,NORMAL,0,99.68,65.14,249.72,79.49,45.52,1,1
2026-03-31 15:57:10,NORMAL,0,100.12,64.52,248.89,81.02,44.7,1,1
2026-03-31 15:57:20,NORMAL,0,99.71,65.21,252.29,80.89,44.93,1,1
2026-03-31 15:57:30,NORMAL,0,99.75,64.76,251.5,80.57,45.23,1,1
2026-03-31 15:57:40,NORMAL,0,100.31,65.07,251.88,79.54,45.13,1,1
2026-03-31 15:57:50,NORMAL,0,99.98,65.05,253.44,80.43,44.89,1,1
2026-03-31 15:58:00,NORMAL,0,100.7,65.22,246.92,80.32,44.96,1,1
2026-03-31 15:58:10,NORMAL,0,99.81,65.11,250.53,80.22,44.59,1,1
2026-03-31 15:58:20,NORMAL,0,100.4,64.52,247.36,80.62,44.93,1,1
2026-03-31 15:58:30,NORMAL,0,100.04,64.84,248.75,80.32,44.92,1,1
2026-03-31 15:58:40,NORMAL,0,100.32,65.03,248.35,80.37,45.07,1,1
2026-03-31 15:58:50,NORMAL,0,99.82,64.96,248.81,80.32,44.83,1,1
2026-03-31 15:59:00,NORMAL,0,99.98,65.1,248.47,80.17,45.14,1,1
2026-03-31 15:59:10,NORMAL,0,99.95,65.16,249.89,79.11,45.3,1,1
2026-03-31 15:59:20,NORMAL,0,99.67,65.12,248.91,80.04,45.05,1,1
2026-03-31 15:59:30,NORMAL,0,100.26,64.96,250.68,79.72,45.11,1,1
2026-03-31 15:59:40,NORMAL,0,100.26,64.63,248.05,79.36,45.02,1,1
2026-03-31 15:59:50,NORMAL,0,100.24,64.91,253.69,80.84,45.0,1,1
2026-03-31 16:00:00,NORMAL,0,100.61,65.08,247.97,80.86,44.78,1,1
2026-03-31 16:00:10,NORMAL,0,100.58,64.78,248.83,80.68,45.09,1,1
2026-03-31 16:00:20,NORMAL,0,99.85,65.13,248.39,80.13,44.97,1,1
2026-03-31 16:00:30,NORMAL,0,100.15,65.18,252.23,80.68,45.63,1,1
2026-03-31 16:00:40,NORMAL,0,99.75,65.03,252.23,80.01,45.47,1,1
2026-03-31 16:00:50,NORMAL,0,100.01,64.39,250.42,80.1,45.12,1,1
2026-03-31 16:01:00,NORMAL,0,99.76,64.74,248.51,79.45,44.77,1,1
2026-03-31 16:01:10,NORMAL,0,100.65,65.38,248.89,80.2,44.67,1,1
2026-03-31 16:01:20,NORMAL,0,100.15,64.89,248.0,80.03,45.36,1,1
2026-03-31 16:01:30,NORMAL,0,99.91,64.6,252.39,79.35,45.08,1,1
2026-03-31 16:01:40,NORMAL,0,100.48,65.25,250.16,79.97,45.14,1,1
2026-03-31 16:01:50,NORMAL,0,99.13,65.0,252.05,79.96,44.48,1,1
2026-03-31 16:02:00,NORMAL,0,99.19,65.22,248.12,80.9,45.28,1,1
2026-03-31 16:02:10,NORMAL,0,100.32,65.06,247.82,80.45,45.14,1,1
2026-03-31 16:02:20,NORMAL,0,100.02,65.09,250.98,80.01,44.67,1,1
2026-03-31 16:02:30,NORMAL,0,100.1,65.07,251.6,80.12,44.86,1,1
2026-03-31 16:02:40,NORMAL,0,99.47,65.14,252.83,80.02,45.08,1,1
2026-03-31 16:02:50,NORMAL,0,99.99,65.46,247.63,79.9,45.02,1,1
2026-03-31 16:03:00,NORMAL,0,100.8,65.19,248.69,79.46,44.91,1,1
2026-03-31 16:03:10,NORMAL,0,100.33,64.68,250.8,79.92,44.97,1,1
2026-03-31 16:03:20,NORMAL,0,100.07,65.09,247.36,79.63,44.92,1,1
2026-03-31 16:03:30,NORMAL,0,99.82,65.23,250.37,79.37,45.05,1,1
2026-03-31 16:03:40,NORMAL,0,99.84,65.24,250.76,80.26,45.44,1,1
2026-03-31 16:03:50,NORMAL,0,99.15,64.91,251.42,80.2,44.23,1,1
2026-03-31 16:04:00,NORMAL,0,100.1,65.23,247.0,79.11,44.93,1,1
2026-03-31 16:04:10,NORMAL,0,100.34,65.19,248.77,79.94,45.05,1,1
2026-03-31 16:04:20,NORMAL,0,99.37,65.51,250.9,80.5,45.09,1,1
2026-03-31 16:04:30,NORMAL,0,99.74,64.85,250.36,80.53,44.89,1,1
2026-03-31 16:04:40,NORMAL,0,99.54,64.9,250.17,80.51,44.47,1,1
2026-03-31 16:04:50,NORMAL,0,99.61,64.94,250.18,80.02,45.1,1,1
2026-03-31 16:05:00,ANOMALY_BUILDUP,1,100.02,64.9,249.89,79.58,45.52,1,1
2026-03-31 16:05:10,ANOMALY_BUILDUP,1,99.88,65.09,250.93,79.46,44.54,1,1
2026-03-31 16:05:20,ANOMALY_BUILDUP,1,101.67,64.98,245.86,80.17,45.26,1,1
2026-03-31 16:05:30,ANOMALY_BUILDUP,1,102.44,65.71,244.01,80.19,44.9,1,1
2026-03-31 16:05:40,ANOMALY_BUILDUP,1,102.76,66.14,244.07,80.64,44.98,1,1
2026-03-31 16:05:50,ANOMALY_BUILDUP,1,102.58,66.23,241.44,80.55,44.68,1,1
2026-03-31 16:06:00,ANOMALY_BUILDUP,1,103.89,66.98,242.16,79.93,44.9,1,1
